MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
13101587,2013,Oct,31,Fire,ELEC - Electrical Fire,B4,AFD,00-2905,3F,Code 3,-,"(30150304, 97855104)"
13088686,2013,Sep,23,Fire,ELEC - Electrical Fire,B2,AFD,00-3402,3F,Code 3,-,"(30462293, 97805033)"
13088731,2013,Sep,23,Fire,AUTO - Auto Fire,B2,AFD,00-3808,2F,Code 3,-,"(30447695, 97789639)"
13088773,2013,Sep,24,Fire,DUMP - Dumpster Fire,B3,AFD,00-2801,3F,Code 3,-,"(30422971, 97702717)"
13102064,2013,Oct,31,Fire,ELEC - Electrical Fire,B4,AFD,00-2706,3F,Code 3,-,"(30207777, 97878283)"
13088883,2013,Sep,24,Fire,ELEC - Electrical Fire,B3,AFD,00-4005,3F,Left Blank,-,"(30447823, 97662267)"
13088921,2013,Sep,24,Fire,GRASS - Small Grass Fire,B5,AFD,00-1502,3F,Code 3,-,"(30245639, 97690228)"
13102559,2013,Oct,31,Fire,TRASH - Trash Fire,B4,AFD,00-1704,3F,Left Blank,-,"(30236445, 97825023)"
13088936,2013,Sep,24,Fire,TRASH - Trash Fire,B3,AFD,00-2305,3F,Code 1,-,"(30347754, 97711946)"
13102580,2013,Oct,31,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,-,"(30267258, 97715684)"
13088961,2013,Sep,24,Fire,AUTO - Auto Fire,B4,AFD,00-3201,2F,Code 3,-,"(30256821, 97800872)"
13102637,2013,Oct,31,Fire,AUTO - Auto Fire,B1,AFD,00-1601,2F,Code 3,-,"(30336566, 97719636)"
13102654,2013,Oct,31,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 3,-,"(30173553, 97756263)"
13088999,2013,Sep,24,Fire,AUTO - Auto Fire,B4,AFD,00-1101,2F,Code 3,-,"(30255202, 97768678)"
13089133,2013,Sep,24,Fire,ELEC - Electrical Fire,B4,AFD,00-2904,3F,Code 3,-,"(30166385, 97826336)"
13102861,2013,Nov,1,Fire,AUTO - Auto Fire,B2,AFD,00-4401,2F,Code 3,-,"(30435937, 97773295)"
13102971,2013,Nov,1,Fire,GRASS - Small Grass Fire,B1,AFD,00-0903,3F,Code 3,-,"(30318507, 97730251)"
13102977,2013,Nov,1,Fire,TRASH - Trash Fire,B4,AFD,00-2005,3F,Code 3,-,"(30197201, 97787898)"
13089471,2013,Sep,25,Fire,ELEC - Electrical Fire,B3,AFD,00-2304,3F,Code 3,-,"(30355673, 97683941)"
13089508,2013,Sep,26,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Left Blank,-,"(30309198, 97680913)"
13103088,2013,Nov,1,Fire,AUTO - Auto Fire,B4,AFD,00-2704,2F,Code 3,-,"(30220271, 97835817)"
13103111,2013,Nov,1,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,-,"(30134681, 97637637)"
13103146,2013,Nov,1,Fire,ELEC - Electrical Fire,B1,AFD,00-1605,3F,Code 3,-,"(30336029, 97739617)"
13089657,2013,Sep,26,Fire,GRASS - Small Grass Fire,B3,AFD,00-2806,3F,Code 3,-,"(30424757, 97713578)"
13103239,2013,Nov,2,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Left Blank,-,"(30268689, 97727856)"
13103256,2013,Nov,2,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,-,"(30216615, 97775657)"
13089697,2013,Sep,26,Fire,AUTO - Auto Fire,B3,AFD,00-1803,2F,Code 3,-,"(30311754, 97708687)"
13089698,2013,Sep,26,Fire,AUTO - Auto Fire,B3,AFD,00-1803,2F,Left Blank,-,"(30311964, 97708602)"
13103302,2013,Nov,2,Fire,AUTO - Auto Fire,B5,AFD,00-1502,2F,Code 3,-,"(30244305, 97690054)"
13103322,2013,Nov,2,Fire,DUMP - Dumpster Fire,B4,AFD,00-1712,3F,Code 3,-,"(30228119, 97801982)"
13089764,2013,Sep,26,Fire,AUTO - Auto Fire,B5,AFD,00-0603,2F,Code 3,-,"(30247518, 97752918)"
13089780,2013,Sep,26,Fire,DUMP - Dumpster Fire,B2,AFD,00-3804,3F,Code 3,-,"(30453275, 97828125)"
13103510,2013,Nov,2,Fire,ELEC - Electrical Fire,B4,AFD,00-3602,3F,Code 3,-,"(30132774, 97782925)"
13103514,2013,Nov,2,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,-,"(30265635, 97719294)"
13103586,2013,Nov,2,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,-,"(30319105, 97670716)"
13103591,2013,Nov,2,Fire,TRASH - Trash Fire,B4,AFD,00-1703,3F,Code 3,-,"(30225218, 97785664)"
13103654,2013,Nov,3,Fire,AUTO - Auto Fire,B4,AFD,00-1703,2F,Code 3,-,"(30227763, 97781323)"
13103671,2013,Nov,3,Fire,AUTO - Auto Fire,B5,AFD,00-1502,2F,Code 3,-,"(30237536, 97686826)"
13103715,2013,Nov,3,Fire,ELEC - Electrical Fire,B1,AFD,00-1905,3F,Code 3,-,"(30318264, 97770826)"
13103761,2013,Nov,3,Fire,GRASS - Small Grass Fire,B4,AFD,00-1101,3F,Code 3,-,"(30249421, 97765608)"
13090090,2013,Sep,27,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,-,"(30134681, 97637637)"
13103848,2013,Nov,3,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2607,4F,Code 1,-,"(30309367, 97666542)"
